group,timepoint,subject_id,channel,region,feature,power_value
Control,Baseline,Sub_03,T5,parietal,alpha,0.36393607
Control,Baseline,Sub_03,T5,parietal,beta,0.29892418
Control,Baseline,Sub_03,T5,parietal,gamma,0.67140794
Control,Baseline,Sub_03,T5,parietal,broadband,0.42842308
Control,Baseline,Sub_03,P3,parietal,delta,0.2318133
Control,Baseline,Sub_03,P3,parietal,theta,0.11050947
Control,Baseline,Sub_03,P3,parietal,alpha,0.3937953
Control,Baseline,Sub_03,P3,parietal,beta,0.5914623
Control,Baseline,Sub_03,P3,parietal,gamma,0.38622937
Control,Baseline,Sub_03,P3,parietal,broadband,0.057942167
Control,Baseline,Sub_03,Pz,parietal,delta,0.174631
Control,Baseline,Sub_03,Pz,parietal,theta,0.39996105
Control,Baseline,Sub_03,Pz,parietal,alpha,0.5350591
Control,Baseline,Sub_03,Pz,parietal,beta,0.3739964
Control,Baseline,Sub_03,Pz,parietal,gamma,0.42012396
Control,Baseline,Sub_03,Pz,parietal,broadband,0.56517947
Control,Baseline,Sub_03,P4,parietal,delta,0.55853796
Control,Baseline,Sub_03,P4,parietal,theta,
Control,Baseline,Sub_03,P4,parietal,alpha,0.44929087
Control,Baseline,Sub_03,P4,parietal,beta,0.23582631
Control,Baseline,Sub_03,P4,parietal,gamma,0.22041182
Control,Baseline,Sub_03,P4,parietal,broadband,0.48999703
Control,Baseline,Sub_03,T6,parietal,delta,0.1758956
Control,Baseline,Sub_03,T6,parietal,theta,0.42152235
Control,Baseline,Sub_03,T6,parietal,alpha,0.39598748
Control,Baseline,Sub_03,T6,parietal,beta,0.5536407
Control,Baseline,Sub_03,T6,parietal,gamma,0.1780701
Control,Baseline,Sub_03,T6,parietal,broadband,0.4088671
Control,Baseline,Sub_03,O1,occipital,delta,0.35276213
Control,Baseline,Sub_03,O1,occipital,theta,0.60367364
Control,Baseline,Sub_03,O1,occipital,alpha,0.4181509
Control,Baseline,Sub_03,O1,occipital,beta,0.22474582
Control,Baseline,Sub_03,O1,occipital,gamma,0.48127
Control,Baseline,Sub_03,O1,occipital,broadband,0.26567215
Control,Baseline,Sub_03,Oz,occipital,delta,0.20048647
Control,Baseline,Sub_03,Oz,occipital,theta,0.5176534
Control,Baseline,Sub_03,Oz,occipital,alpha,0.5523379
Control,Baseline,Sub_03,Oz,occipital,beta,0.021016227
Control,Baseline,Sub_03,Oz,occipital,gamma,0.26494917
Control,Baseline,Sub_03,Oz,occipital,broadband,0.20298009
Control,Baseline,Sub_03,O2,occipital,delta,0.4642789
Control,Baseline,Sub_03,O2,occipital,theta,0.6143534
Control,Baseline,Sub_03,O2,occipital,alpha,0.81852424
Control,Baseline,Sub_03,O2,occipital,beta,0.49990955
Control,Baseline,Sub_03,O2,occipital,gamma,0.2223107
Control,Baseline,Sub_03,O2,occipital,broadband,0.25177696
Control,Baseline,Sub_03,AF3,extra,delta,0.21553652
Control,Baseline,Sub_03,AF3,extra,theta,0.43978202
Control,Baseline,Sub_03,AF3,extra,alpha,0.5741579
Control,Baseline,Sub_03,AF3,extra,beta,0.104550265
Control,Baseline,Sub_03,AF3,extra,gamma,0.48583347
Control,Baseline,Sub_03,AF3,extra,broadband,0.50322175
Control,Baseline,Sub_03,AF4,extra,delta,0.44460148
Control,Baseline,Sub_03,AF4,extra,theta,0.8628053
Control,Baseline,Sub_03,AF4,extra,alpha,0.45223218
Control,Baseline,Sub_03,AF4,extra,beta,0.3494842
Control,Baseline,Sub_03,AF4,extra,gamma,0.4693891
Control,Baseline,Sub_03,AF4,extra,broadband,0.30682454
Control,Baseline,Sub_03,FC5,extra,delta,0.20030421
Control,Baseline,Sub_03,FC5,extra,theta,0.44295776
Control,Baseline,Sub_03,FC5,extra,alpha,0.51495785
Control,Baseline,Sub_03,FC5,extra,beta,0.33909243
Control,Baseline,Sub_03,FC5,extra,gamma,0.52835315
Control,Baseline,Sub_03,FC5,extra,broadband,0.32866442
Control,Baseline,Sub_03,FC1,extra,delta,0.6234125
Control,Baseline,Sub_03,FC1,extra,theta,0.42679277
Control,Baseline,Sub_03,FC1,extra,alpha,0.4556988
Control,Baseline,Sub_03,FC1,extra,beta,0.4718106
Control,Baseline,Sub_03,FC1,extra,gamma,0.16584565
Control,Baseline,Sub_03,FC1,extra,broadband,0.3428582
Control,Baseline,Sub_03,FC2,extra,delta,
Control,Baseline,Sub_03,FC2,extra,theta,0.42751908
Control,Baseline,Sub_03,FC2,extra,alpha,0.6185689
Control,Baseline,Sub_03,FC2,extra,beta,0.5058016
Control,Baseline,Sub_03,FC2,extra,gamma,0.1087133
Control,Baseline,Sub_03,FC2,extra,broadband,0.49029258
Control,Baseline,Sub_03,FC6,extra,delta,0.1836678
Control,Baseline,Sub_03,FC6,extra,theta,0.57753694
Control,Baseline,Sub_03,FC6,extra,alpha,0.34822372
Control,Baseline,Sub_03,FC6,extra,beta,0.41799417
Control,Baseline,Sub_03,FC6,extra,gamma,0.38791016
Control,Baseline,Sub_03,FC6,extra,broadband,0.41628063
Control,Baseline,Sub_03,CP5,extra,delta,0.3276549
Control,Baseline,Sub_03,CP5,extra,theta,0.17547637
Control,Baseline,Sub_03,CP5,extra,alpha,0.24585336
Control,Baseline,Sub_03,CP5,extra,beta,0.5126642
Control,Baseline,Sub_03,CP5,extra,gamma,0.63140935
Control,Baseline,Sub_03,CP5,extra,broadband,0.41077155
Control,Baseline,Sub_03,CP1,extra,delta,0.50815755
Control,Baseline,Sub_03,CP1,extra,theta,0.5392858
Control,Baseline,Sub_03,CP1,extra,alpha,0.2080439
Control,Baseline,Sub_03,CP1,extra,beta,0.09316967
Control,Baseline,Sub_03,CP1,extra,gamma,0.35330707
Control,Baseline,Sub_03,CP1,extra,broadband,0.13790031
Control,Baseline,Sub_03,CP2,extra,delta,0.32216746
Control,Baseline,Sub_03,CP2,extra,theta,0.39644676
Control,Baseline,Sub_03,CP2,extra,alpha,0.27918482
Control,Baseline,Sub_03,CP2,extra,beta,0.28715035
Control,Baseline,Sub_03,CP2,extra,gamma,0.4424643
Control,Baseline,Sub_03,CP2,extra,broadband,0.27907786
Control,Baseline,Sub_03,CP6,extra,delta,0.19277474
Control,Baseline,Sub_03,CP6,extra,theta,0.38679123
Control,Baseline,Sub_03,CP6,extra,alpha,0.8507636
Control,Baseline,Sub_03,CP6,extra,beta,0.4633681
Control,Baseline,Sub_03,CP6,extra,gamma,0.09487402
Control,Baseline,Sub_03,CP6,extra,broadband,0.40509054
Control,Baseline,Sub_03,PO3,extra,delta,0.7361694
Control,Baseline,Sub_03,PO3,extra,theta,0.41942745
Control,Baseline,Sub_03,PO3,extra,alpha,0.5921965
Control,Baseline,Sub_03,PO3,extra,beta,0.541109
Control,Baseline,Sub_03,PO3,extra,gamma,0.5727517
Control,Baseline,Sub_03,PO3,extra,broadband,0.5307111
Control,Baseline,Sub_03,PO4,extra,delta,0.41948476
Control,Baseline,Sub_03,PO4,extra,theta,0.3684492
Control,Baseline,Sub_03,PO4,extra,alpha,0.33776087
Control,Baseline,Sub_03,PO4,extra,beta,0.3684997
Control,Baseline,Sub_03,PO4,extra,gamma,0.4261667
Control,Baseline,Sub_03,PO4,extra,broadband,0.16118388
Control,Baseline,Sub_04,Fp1,prefrontal,delta,0.47473046
Control,Baseline,Sub_04,Fp1,prefrontal,theta,0.5048098
Control,Baseline,Sub_04,Fp1,prefrontal,alpha,0.5099713
Control,Baseline,Sub_04,Fp1,prefrontal,beta,0.48936933
Control,Baseline,Sub_04,Fp1,prefrontal,gamma,0.6555099
Control,Baseline,Sub_04,Fp1,prefrontal,broadband,0.49567866
Control,Baseline,Sub_04,Fp2,prefrontal,delta,0.46701765
Control,Baseline,Sub_04,Fp2,prefrontal,theta,0.30470422
Control,Baseline,Sub_04,Fp2,prefrontal,alpha,0.38773713
Control,Baseline,Sub_04,Fp2,prefrontal,beta,0.5725956
Control,Baseline,Sub_04,Fp2,prefrontal,gamma,0.5309844
Control,Baseline,Sub_04,Fp2,prefrontal,broadband,0.20815669
Control,Baseline,Sub_04,F7,frontal,delta,0.7464078
Control,Baseline,Sub_04,F7,frontal,theta,0.41647482
Control,Baseline,Sub_04,F7,frontal,alpha,0.36858407
Control,Baseline,Sub_04,F7,frontal,beta,0.7145802
Control,Baseline,Sub_04,F7,frontal,gamma,0.6548743
Control,Baseline,Sub_04,F7,frontal,broadband,0.44864663
Control,Baseline,Sub_04,F3,frontal,delta,0.5178143
Control,Baseline,Sub_04,F3,frontal,theta,0.30277324
Control,Baseline,Sub_04,F3,frontal,alpha,0.6445976
Control,Baseline,Sub_04,F3,frontal,beta,0.65174097
Control,Baseline,Sub_04,F3,frontal,gamma,0.44554237
Control,Baseline,Sub_04,F3,frontal,broadband,0.7504453
Control,Baseline,Sub_04,Fz,frontal,delta,0.72299993
Control,Baseline,Sub_04,Fz,frontal,theta,0.46933654
Control,Baseline,Sub_04,Fz,frontal,alpha,0.63885427
Control,Baseline,Sub_04,Fz,frontal,beta,0.259344
Control,Baseline,Sub_04,Fz,frontal,gamma,0.4393198
Control,Baseline,Sub_04,Fz,frontal,broadband,0.5653143
Control,Baseline,Sub_04,F4,frontal,delta,0.61317223
Control,Baseline,Sub_04,F4,frontal,theta,0.83323854
Control,Baseline,Sub_04,F4,frontal,alpha,0.5931088
Control,Baseline,Sub_04,F4,frontal,beta,0.553333
Control,Baseline,Sub_04,F4,frontal,gamma,0.3344362
Control,Baseline,Sub_04,F4,frontal,broadband,0.46255946
Control,Baseline,Sub_04,F8,frontal,delta,0.4522941
Control,Baseline,Sub_04,F8,frontal,theta,0.8853081
Control,Baseline,Sub_04,F8,frontal,alpha,0.4316319
Control,Baseline,Sub_04,F8,frontal,beta,0.57894546
Control,Baseline,Sub_04,F8,frontal,gamma,0.7104456
Control,Baseline,Sub_04,F8,frontal,broadband,0.58602065
Control,Baseline,Sub_04,T3,central,delta,0.29498202
Control,Baseline,Sub_04,T3,central,theta,0.6326239
Control,Baseline,Sub_04,T3,central,alpha,0.59270173
Control,Baseline,Sub_04,T3,central,beta,0.47214967
Control,Baseline,Sub_04,T3,central,gamma,0.5757389
Control,Baseline,Sub_04,T3,central,broadband,0.49755824
Control,Baseline,Sub_04,C3,central,delta,0.28509182
Control,Baseline,Sub_04,C3,central,theta,0.44191426
Control,Baseline,Sub_04,C3,central,alpha,1.0428457
Control,Baseline,Sub_04,C3,central,beta,0.38983074
Control,Baseline,Sub_04,C3,central,gamma,0.63149214
Control,Baseline,Sub_04,C3,central,broadband,0.67267853
Control,Baseline,Sub_04,Cz,central,delta,0.57060087
Control,Baseline,Sub_04,Cz,central,theta,0.45670754
Control,Baseline,Sub_04,Cz,central,alpha,0.73700243
Control,Baseline,Sub_04,Cz,central,beta,0.5261914
Control,Baseline,Sub_04,Cz,central,gamma,0.5940465
Control,Baseline,Sub_04,Cz,central,broadband,0.40458193
Control,Baseline,Sub_04,C4,central,delta,0.5052441
Control,Baseline,Sub_04,C4,central,theta,0.6468534
Control,Baseline,Sub_04,C4,central,alpha,0.6835349
Control,Baseline,Sub_04,C4,central,beta,0.4969962
Control,Baseline,Sub_04,C4,central,gamma,0.50247484
Control,Baseline,Sub_04,C4,central,broadband,0.5464036
Control,Baseline,Sub_04,T4,central,delta,0.32901034
Control,Baseline,Sub_04,T4,central,theta,0.50095344
Control,Baseline,Sub_04,T4,central,alpha,0.42372856
Control,Baseline,Sub_04,T4,central,beta,0.2930626
Control,Baseline,Sub_04,T4,central,gamma,0.5212264
Control,Baseline,Sub_04,T4,central,broadband,0.47793707
Control,Baseline,Sub_04,T5,parietal,delta,0.2935825
Control,Baseline,Sub_04,T5,parietal,theta,0.3858157
Control,Baseline,Sub_04,T5,parietal,alpha,0.52249885
Control,Baseline,Sub_04,T5,parietal,beta,0.058804832
Control,Baseline,Sub_04,T5,parietal,gamma,0.5627878
Control,Baseline,Sub_04,T5,parietal,broadband,0.54549336
Control,Baseline,Sub_04,P3,parietal,delta,0.60932875
Control,Baseline,Sub_04,P3,parietal,theta,0.38536558
Control,Baseline,Sub_04,P3,parietal,alpha,
Control,Baseline,Sub_04,P3,parietal,beta,0.6272616
Control,Baseline,Sub_04,P3,parietal,gamma,
Control,Baseline,Sub_04,P3,parietal,broadband,0.5647773
Control,Baseline,Sub_04,Pz,parietal,delta,0.4108081
Control,Baseline,Sub_04,Pz,parietal,theta,0.36027288
Control,Baseline,Sub_04,Pz,parietal,alpha,0.5214147
Control,Baseline,Sub_04,Pz,parietal,beta,0.7076058
Control,Baseline,Sub_04,Pz,parietal,gamma,0.45447657
Control,Baseline,Sub_04,Pz,parietal,broadband,0.51257014
Control,Baseline,Sub_04,P4,parietal,delta,0.2826519
Control,Baseline,Sub_04,P4,parietal,theta,0.66762245
Control,Baseline,Sub_04,P4,parietal,alpha,0.54499334
Control,Baseline,Sub_04,P4,parietal,beta,0.48433596
Control,Baseline,Sub_04,P4,parietal,gamma,0.7314035
Control,Baseline,Sub_04,P4,parietal,broadband,0.30177823
Control,Baseline,Sub_04,T6,parietal,delta,0.44364244
Control,Baseline,Sub_04,T6,parietal,theta,0.5131363
Control,Baseline,Sub_04,T6,parietal,alpha,0.46932375
Control,Baseline,Sub_04,T6,parietal,beta,0.15614721
Control,Baseline,Sub_04,T6,parietal,gamma,0.57608026
Control,Baseline,Sub_04,T6,parietal,broadband,0.48333985
Control,Baseline,Sub_04,O1,occipital,delta,0.64395744
Control,Baseline,Sub_04,O1,occipital,theta,0.8311132
Control,Baseline,Sub_04,O1,occipital,alpha,0.6497149
Control,Baseline,Sub_04,O1,occipital,beta,0.5962236
Control,Baseline,Sub_04,O1,occipital,gamma,0.5448478
Control,Baseline,Sub_04,O1,occipital,broadband,0.55507743
Control,Baseline,Sub_04,Oz,occipital,delta,0.4858347
Control,Baseline,Sub_04,Oz,occipital,theta,0.58110565
Control,Baseline,Sub_04,Oz,occipital,alpha,0.8217929
Control,Baseline,Sub_04,Oz,occipital,beta,0.4011937
Control,Baseline,Sub_04,Oz,occipital,gamma,0.8450788
Control,Baseline,Sub_04,Oz,occipital,broadband,0.5839752
Control,Baseline,Sub_04,O2,occipital,delta,0.52632964
Control,Baseline,Sub_04,O2,occipital,theta,0.18254285
Control,Baseline,Sub_04,O2,occipital,alpha,0.6368299
Control,Baseline,Sub_04,O2,occipital,beta,0.38027212
Control,Baseline,Sub_04,O2,occipital,gamma,0.6373487
Control,Baseline,Sub_04,O2,occipital,broadband,0.6644921
Control,Baseline,Sub_04,AF3,extra,delta,0.686028
Control,Baseline,Sub_04,AF3,extra,theta,0.49124438
Control,Baseline,Sub_04,AF3,extra,alpha,0.51012284
Control,Baseline,Sub_04,AF3,extra,beta,0.56510866
Control,Baseline,Sub_04,AF3,extra,gamma,0.2132127
Control,Baseline,Sub_04,AF3,extra,broadband,0.45839587
Control,Baseline,Sub_04,AF4,extra,delta,0.44778904
Control,Baseline,Sub_04,AF4,extra,theta,0.61403865
Control,Baseline,Sub_04,AF4,extra,alpha,0.99153805
Control,Baseline,Sub_04,AF4,extra,beta,0.5990129
Control,Baseline,Sub_04,AF4,extra,gamma,0.50540936
Control,Baseline,Sub_04,AF4,extra,broadband,0.7071349
Control,Baseline,Sub_04,FC5,extra,delta,0.835071
Control,Baseline,Sub_04,FC5,extra,theta,0.78802526
Control,Baseline,Sub_04,FC5,extra,alpha,0.66776323
Control,Baseline,Sub_04,FC5,extra,beta,0.7035091
Control,Baseline,Sub_04,FC5,extra,gamma,0.45492408
Control,Baseline,Sub_04,FC5,extra,broadband,0.38015273
Control,Baseline,Sub_04,FC1,extra,delta,0.40176207
Control,Baseline,Sub_04,FC1,extra,theta,0.5744504
Control,Baseline,Sub_04,FC1,extra,alpha,0.7607374
Control,Baseline,Sub_04,FC1,extra,beta,0.39103583
Control,Baseline,Sub_04,FC1,extra,gamma,0.5794659
Control,Baseline,Sub_04,FC1,extra,broadband,0.2467486
Control,Baseline,Sub_04,FC2,extra,delta,0.3560628
Control,Baseline,Sub_04,FC2,extra,theta,0.5971473
Control,Baseline,Sub_04,FC2,extra,alpha,0.3871654
Control,Baseline,Sub_04,FC2,extra,beta,0.39345413
Control,Baseline,Sub_04,FC2,extra,gamma,0.81858385
Control,Baseline,Sub_04,FC2,extra,broadband,0.54874027
Control,Baseline,Sub_04,FC6,extra,delta,0.49144265
Control,Baseline,Sub_04,FC6,extra,theta,0.49366683
Control,Baseline,Sub_04,FC6,extra,alpha,0.5643599
Control,Baseline,Sub_04,FC6,extra,beta,0.40182218
Control,Baseline,Sub_04,FC6,extra,gamma,0.5512411
Control,Baseline,Sub_04,FC6,extra,broadband,0.68633664
Control,Baseline,Sub_04,CP5,extra,delta,0.4661091
Control,Baseline,Sub_04,CP5,extra,theta,0.13086383
Control,Baseline,Sub_04,CP5,extra,alpha,0.4344161
Control,Baseline,Sub_04,CP5,extra,beta,0.6802904
Control,Baseline,Sub_04,CP5,extra,gamma,0.7105079
Control,Baseline,Sub_04,CP5,extra,broadband,0.5677832
Control,Baseline,Sub_04,CP1,extra,delta,0.73021996
Control,Baseline,Sub_04,CP1,extra,theta,0.36146638
Control,Baseline,Sub_04,CP1,extra,alpha,0.70395267
Control,Baseline,Sub_04,CP1,extra,beta,0.5111656
Control,Baseline,Sub_04,CP1,extra,gamma,0.6215001
Control,Baseline,Sub_04,CP1,extra,broadband,0.10726875
Control,Baseline,Sub_04,CP2,extra,delta,0.64846206
Control,Baseline,Sub_04,CP2,extra,theta,0.55813146
Control,Baseline,Sub_04,CP2,extra,alpha,0.8043212
Control,Baseline,Sub_04,CP2,extra,beta,0.545507
Control,Baseline,Sub_04,CP2,extra,gamma,0.37701932
Control,Baseline,Sub_04,CP2,extra,broadband,0.38219228
Control,Baseline,Sub_04,CP6,extra,delta,0.5718651
Control,Baseline,Sub_04,CP6,extra,theta,0.57752645
Control,Baseline,Sub_04,CP6,extra,alpha,0.43895182
Control,Baseline,Sub_04,CP6,extra,beta,0.33786926
Control,Baseline,Sub_04,CP6,extra,gamma,0.7531264
Control,Baseline,Sub_04,CP6,extra,broadband,0.503828
Control,Baseline,Sub_04,PO3,extra,delta,0.5127807
Control,Baseline,Sub_04,PO3,extra,theta,0.42371482
Control,Baseline,Sub_04,PO3,extra,alpha,1.1034178
Control,Baseline,Sub_04,PO3,extra,beta,0.6754655
Control,Baseline,Sub_04,PO3,extra,gamma,0.34869573
Control,Baseline,Sub_04,PO3,extra,broadband,0.5050942
Control,Baseline,Sub_04,PO4,extra,delta,0.36865506
Control,Baseline,Sub_04,PO4,extra,theta,0.789997
Control,Baseline,Sub_04,PO4,extra,alpha,0.5979003
Control,Baseline,Sub_04,PO4,extra,beta,0.48431206
Control,Baseline,Sub_04,PO4,extra,gamma,0.49776936
Control,Baseline,Sub_04,PO4,extra,broadband,0.6063461
Control,Baseline,Sub_05,Fp1,prefrontal,delta,0.5173244
Control,Baseline,Sub_05,Fp1,prefrontal,theta,0.7915336
Control,Baseline,Sub_05,Fp1,prefrontal,alpha,0.4507814
Control,Baseline,Sub_05,Fp1,prefrontal,beta,0.36528504
Control,Baseline,Sub_05,Fp1,prefrontal,gamma,0.7844302
Control,Baseline,Sub_05,Fp1,prefrontal,broadband,0.47302276
Control,Baseline,Sub_05,Fp2,prefrontal,delta,0.7590981
Control,Baseline,Sub_05,Fp2,prefrontal,theta,0.67884135
Control,Baseline,Sub_05,Fp2,prefrontal,alpha,0.36706012
Control,Baseline,Sub_05,Fp2,prefrontal,beta,0.4478333
Control,Baseline,Sub_05,Fp2,prefrontal,gamma,0.5471619
Control,Baseline,Sub_05,Fp2,prefrontal,broadband,0.5219764
Control,Baseline,Sub_05,F7,frontal,delta,0.6936511
Control,Baseline,Sub_05,F7,frontal,theta,0.46320066
Control,Baseline,Sub_05,F7,frontal,alpha,0.537185
Control,Baseline,Sub_05,F7,frontal,beta,0.716593
Control,Baseline,Sub_05,F7,frontal,gamma,0.7754804
Control,Baseline,Sub_05,F7,frontal,broadband,0.44088134
Control,Baseline,Sub_05,F3,frontal,delta,
Control,Baseline,Sub_05,F3,frontal,theta,0.5521521
Control,Baseline,Sub_05,F3,frontal,alpha,0.34639138
Control,Baseline,Sub_05,F3,frontal,beta,0.69827366
Control,Baseline,Sub_05,F3,frontal,gamma,0.628097
Control,Baseline,Sub_05,F3,frontal,broadband,0.6460485
Control,Baseline,Sub_05,Fz,frontal,delta,0.64450705
Control,Baseline,Sub_05,Fz,frontal,theta,0.7008322
Control,Baseline,Sub_05,Fz,frontal,alpha,0.73787457
Control,Baseline,Sub_05,Fz,frontal,beta,0.7251818
Control,Baseline,Sub_05,Fz,frontal,gamma,0.5504748
Control,Baseline,Sub_05,Fz,frontal,broadband,0.60213554
Control,Baseline,Sub_05,F4,frontal,delta,0.6290885
Control,Baseline,Sub_05,F4,frontal,theta,0.48139408
Control,Baseline,Sub_05,F4,frontal,alpha,0.76481664
Control,Baseline,Sub_05,F4,frontal,beta,0.5739648
Control,Baseline,Sub_05,F4,frontal,gamma,0.55154544
Control,Baseline,Sub_05,F4,frontal,broadband,0.658194
Control,Baseline,Sub_05,F8,frontal,delta,0.76711375
Control,Baseline,Sub_05,F8,frontal,theta,0.4747943
Control,Baseline,Sub_05,F8,frontal,alpha,0.49272597
Control,Baseline,Sub_05,F8,frontal,beta,0.6584603
Control,Baseline,Sub_05,F8,frontal,gamma,0.6480789
Control,Baseline,Sub_05,F8,frontal,broadband,0.533034
Control,Baseline,Sub_05,T3,central,delta,0.7676141
Control,Baseline,Sub_05,T3,central,theta,0.53064406
Control,Baseline,Sub_05,T3,central,alpha,0.27944317
Control,Baseline,Sub_05,T3,central,beta,0.4568113
Control,Baseline,Sub_05,T3,central,gamma,0.34619954
Control,Baseline,Sub_05,T3,central,broadband,0.7513666
Control,Baseline,Sub_05,C3,central,delta,0.6318577
Control,Baseline,Sub_05,C3,central,theta,0.5774624
Control,Baseline,Sub_05,C3,central,alpha,0.21418831
Control,Baseline,Sub_05,C3,central,beta,0.33804333
Control,Baseline,Sub_05,C3,central,gamma,0.5456467
Control,Baseline,Sub_05,C3,central,broadband,0.28760445
Control,Baseline,Sub_05,Cz,central,delta,0.70891124
Control,Baseline,Sub_05,Cz,central,theta,0.56380826
Control,Baseline,Sub_05,Cz,central,alpha,0.57207483
Control,Baseline,Sub_05,Cz,central,beta,0.5922541
Control,Baseline,Sub_05,Cz,central,gamma,0.4233658
Control,Baseline,Sub_05,Cz,central,broadband,0.45493767
Control,Baseline,Sub_05,C4,central,delta,0.28635362
Control,Baseline,Sub_05,C4,central,theta,0.54723215
Control,Baseline,Sub_05,C4,central,alpha,0.6249544
Control,Baseline,Sub_05,C4,central,beta,0.5347283
Control,Baseline,Sub_05,C4,central,gamma,0.5474125
Control,Baseline,Sub_05,C4,central,broadband,0.42407435
Control,Baseline,Sub_05,T4,central,delta,0.58799696
Control,Baseline,Sub_05,T4,central,theta,0.19809665
Control,Baseline,Sub_05,T4,central,alpha,0.39224523
Control,Baseline,Sub_05,T4,central,beta,0.4608108
Control,Baseline,Sub_05,T4,central,gamma,0.47381467
Control,Baseline,Sub_05,T4,central,broadband,0.5878438
Control,Baseline,Sub_05,T5,parietal,delta,0.54084706
Control,Baseline,Sub_05,T5,parietal,theta,0.58696514
Control,Baseline,Sub_05,T5,parietal,alpha,0.7280999
Control,Baseline,Sub_05,T5,parietal,beta,0.80692714
Control,Baseline,Sub_05,T5,parietal,gamma,0.624734
Control,Baseline,Sub_05,T5,parietal,broadband,0.7387618
Control,Baseline,Sub_05,P3,parietal,delta,0.80420315
Control,Baseline,Sub_05,P3,parietal,theta,0.6180432
Control,Baseline,Sub_05,P3,parietal,alpha,0.3806025
Control,Baseline,Sub_05,P3,parietal,beta,
Control,Baseline,Sub_05,P3,parietal,gamma,1.1287
Control,Baseline,Sub_05,P3,parietal,broadband,0.8576065
Control,Baseline,Sub_05,Pz,parietal,delta,0.8255245
Control,Baseline,Sub_05,Pz,parietal,theta,0.4902733
Control,Baseline,Sub_05,Pz,parietal,alpha,0.4092975
Control,Baseline,Sub_05,Pz,parietal,beta,0.422821
Control,Baseline,Sub_05,Pz,parietal,gamma,0.5653818
Control,Baseline,Sub_05,Pz,parietal,broadband,0.7652542
Control,Baseline,Sub_05,P4,parietal,delta,0.3863318
Control,Baseline,Sub_05,P4,parietal,theta,0.6942819
Control,Baseline,Sub_05,P4,parietal,alpha,0.27726853
Control,Baseline,Sub_05,P4,parietal,beta,0.76423585
Control,Baseline,Sub_05,P4,parietal,gamma,0.56858885
